PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC,CHECK_RESOURCE_ID,PROWLER_START_TIME,ACCOUNT_DETAILS_EMAIL,ACCOUNT_DETAILS_NAME,ACCOUNT_DETAILS_ARN,ACCOUNT_DETAILS_ORG,ACCOUNT_DETAILS_TAGS
ENV,8.12345E+11,ap-southeast-2,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,ap-southeast-2: Access Denied trying to get APIs,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,eu-central-1: Access Denied trying to get APIs,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,us-east-1: No API Gateways found,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,us-east-2: No API Gateways found,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,us-west-1: Access Denied trying to get APIs,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.157,INFO,,Extra,[extra7157] Check if API Gateway V2 has configured authorizers,us-west-2: No API Gateways found,Software and Configuration Checks,Medium,apigateway,AwsApiGatewayV2Api,Software and Configuration Checks,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,eu-north-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-south-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,eu-west-3: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,eu-west-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,eu-west-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-northeast-3: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-northeast-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-northeast-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,sa-east-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ca-central-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-southeast-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,ap-southeast-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,eu-central-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,us-east-1: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,us-east-2: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,us-west-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.158,INFO,,Extra,[extra7158] Check if ELBV2 has listeners underneath,us-west-2: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbv2LoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,eu-north-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-south-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,eu-west-3: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,eu-west-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,eu-west-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-northeast-3: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-northeast-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-northeast-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,sa-east-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ca-central-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-southeast-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,ap-southeast-2: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,eu-central-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,us-east-1: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,us-east-2: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,us-west-1: Access Denied trying to describe load balancers,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.159,INFO,,Extra,[extra7159] Check if ELB has listeners underneath,us-west-2: No ELBs found,Software and Configuration Checks,Medium,elb,AwsElbLoadBalancer,Software and Configuration Checks,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-north-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,eu-north-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-south-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-south-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-3,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,eu-west-3: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-2,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,eu-west-2: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-west-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,eu-west-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-3,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-northeast-3: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-2,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-northeast-2: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-northeast-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-northeast-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,sa-east-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,sa-east-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ca-central-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ca-central-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-southeast-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,ap-southeast-2,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,ap-southeast-2: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,eu-central-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,eu-central-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,us-east-1: No Amazon ES domain found,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-east-2,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,us-east-2: No Amazon ES domain found,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-1,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,us-west-1: Access Denied trying to list domain names,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
ENV,8.12345E+11,us-west-2,7.16,INFO,,Extra,[extra716] Check if Amazon Elasticsearch Service (ES) domains are set as Public or if it has open policy access,us-west-2: No Amazon ES domain found,Software and Configuration Checks,Critical,es,AwsElasticsearchDomain,Software and Configuration Checks,Publicly accessible services could expose sensitive data to bad actors.,Use  VPC endpoints for internal services.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Infrastructure Security,,2022-08-23T21:20:17+0000,,,,,
